Source,Target
342003,15401
357340,15401
330594,15405
158188,15413
330594,15413
66628,15560
330504,15799
339622,15799
314121,16171
330594,16171
342003,16171
123058,16293
302255,16293
330594,16293
339622,16550
16550,16555
140433,16555
155229,16555
275883,16555
339622,16555
339629,16555
339932,16555
330594,16640
330594,16692
158188,16766
330594,16766
144258,17728
330594,17728
330544,17728
129479,17906
339622,17906
339622,18112
180204,18119
330621,18119
330594,18181
339622,18299
339629,18299
339622,18308
339629,18308
339622,18439
339629,18439
339622,18458
339622,18486
6911,18862
275883,18862
301327,18862
330504,18862
336343,18862
339622,18862
342003,18894
330594,18956
95933,19021
330594,19154
158188,19189
330594,19189
19207,19208
19208,19209
19224,19209
19250,19209
19220,19213
19208,19213
106696,19213
339622,19213
19220,19215
19220,19218
127216,19218
19207,19220
283564,19220
19207,19224
19220,19224
19208,19224
201648,19224
275883,19224
302234,19224
336343,19224
339622,19224
339885,19224
342003,19224
19220,19250
127216,19250
336343,19250
330594,19319
63749,19585
140433,19585
330504,19589
330531,19589
339622,19589
302234,19592
316597,19592
333636,19592
339622,19597
144258,19678
330504,19678
339622,19678
330517,19880
330594,19880
330588,19880
330613,19880
330655,19880
330680,19880
333768,19880
127266,19914
330594,19914
339622,19954
275855,20233
330504,20233
339622,20233
357340,20233
339622,20387
339622,20456
339622,21787
6911,21829
158188,21829
330594,21829
158188,21941
330594,21941
339622,21941
63749,22711
339622,22711
342003,22711
6911,22832
330504,22832
339622,22832
96983,22956
275883,22956
302255,22956
339622,22956
340165,22956
342003,22956
309299,23730
339622,23730
106696,23758
283564,24036
330594,24064
339622,24374
314121,24563
338138,24636
339622,24636
339622,24647
339622,24736
330504,24790
330594,24790
330544,24790
339622,24790
330504,24881
339622,24881
330594,25192
32146,25737
115207,25737
129479,25737
339622,25737
339622,25773
330771,25974
330594,26200
330638,26200
333290,26200
275883,26279
339622,26279
342003,26279
26407,26405
330621,26498
127215,26517
330594,26518
330594,26524
330613,26524
330594,26529
330621,26529
314121,26533
342003,26533
330505,26539
330621,26539
330544,26541
342003,26541
339622,26542
111718,26543
123058,26543
302255,26543
314121,26543
330594,26543
330613,26543
330680,26543
339622,26543
342003,26543
26559,26569
330594,26569
330621,26569
330594,26571
330621,26571
330613,26571
302234,26572
330613,26572
333550,26572
302234,26581
339622,26581
342003,26581
339622,26664
342003,26664
283564,26699
330531,26699
339622,26699
330594,26899
97286,27351
339622,27351
158188,27355
27496,27489
27505,27490
27492,27494
27497,27496
27484,27496
27515,27496
330504,27496
27492,27497
27492,27498
27514,27499
27500,27499
27501,27499
27504,27499
27508,27499
27504,27500
146905,27501
158188,27501
222577,27501
275883,27501
330588,27501
339622,27501
339885,27501
27498,27504
27484,27504
27515,27504
330504,27504
27494,27505
27484,27505
27515,27505
330504,27505
27504,27514
221727,27514
27496,27524
221727,27524
27505,27526
221727,27526
27526,27537
27490,27537
27501,27537
27505,27537
27508,27537
27524,27544
27489,27544
27501,27544
27496,27544
27508,27544
97286,27641
275926,27641
339622,27641
275946,28397
276021,28397
314121,28397
330531,28397
339622,28397
330531,28413
339622,28413
330594,28437
339622,29359
342003,29359
357340,29359
339622,29995
339622,30358
302255,30513
339622,30513
342003,30513
330594,30750
158188,30835
330594,30835
302234,30860
342003,30860
339622,31328
330594,31400
339622,31604
342003,31604
138994,31827
330594,31827
330621,31827
129479,32146
266866,32146
339622,32146
97286,32263
339622,32263
97286,32267
339622,32500
330594,32529
52410,32646
122920,32646
125222,32646
158188,32646
159450,32646
159467,32646
159454,32646
357340,32646
330594,32792
330638,32792
330594,32823
330594,32906
309299,32935
339622,33096
171596,33113
339622,33113
275883,33133
339622,33133
339622,33219
110731,33253
221727,33253
339622,33253
33260,33256
339622,34622
357340,34622
339622,35222
199581,35244
339622,35289
173758,35922
330594,35922
158188,35946
330594,35954
302234,36727
35959,36815
330594,36815
330594,37075
339622,37258
339622,37481
339629,37481
339678,37481
69540,37520
158188,37520
330594,37520
339622,37520
330594,37567
330621,37567
284183,38079
330504,38079
330531,38079
339622,38079
1237,38083
330531,38083
339622,38083
339622,38149
339622,38440
275883,38654
330756,38654
339622,38654
275883,38896
339622,38896
122231,39510
283564,39510
309299,39510
330531,39510
330594,39510
339622,39510
158188,39548
190798,39548
330594,39548
6911,39743
339622,39743
330594,39760
330654,39760
39760,39762
39760,39778
39762,39778
330594,39778
339622,39843
339783,39843
340095,39843
340050,39843
330594,39881
342003,39881
339622,40900
6911,41290
96983,41290
242837,41290
336343,41290
339622,41322
97286,41554
339622,41554
330594,41744
158188,41758
330594,41758
330594,41798
339622,41826
342003,41826
6911,42057
336343,42057
339622,42057
330594,42317
330594,42466
307987,42482
158188,42503
330594,42503
330531,42758
339622,42758
158188,42760
342003,42771
330594,42849
330621,42849
8654,43096
123058,44472
251906,44472
276021,44472
302646,44472
314121,44472
330531,44472
339622,44472
309299,44704
339622,44731
339622,44760
26571,44764
330621,44764
339622,44764
342003,44764
302255,44789
339622,44798
63749,44850
275883,44850
302234,44850
302646,44850
322047,44850
339622,44850
339885,44850
342003,44850
357340,44850
339622,44934
45153,45050
45153,45055
45153,45057
319698,45122
330504,45629
339622,45629
275883,45684
275883,45684
339622,45684
339622,45684
342003,45684
342003,45684
144219,45728
222440,45728
302255,45728
339622,45728
357340,45728
358682,45728
330594,46425
330594,47102
330594,47439
330594,47970
97286,48094
339622,48094
339622,48119
97286,48164
339622,48164
367637,48164
275883,48284
339622,48284
357340,48284
123058,48829
220205,48829
302234,48829
339622,48829
342003,48829
368961,48855
158188,48903
222026,49307
330594,49307
330603,49307
339622,49307
340052,49307
275883,50771
339622,50771
339885,50771
275883,50784
339622,50784
339885,50784
339622,51238
161106,51300
275883,51300
339622,51300
339885,51300
340095,51300
97286,52110
330594,52110
97286,52113
97283,52113
339622,52113
187105,52178
339622,52178
97286,52286
339622,52286
158188,52406
158188,52410
330594,52410
330621,52410
339622,52502
97286,53003
330594,53003
97286,53026
339622,53026
339622,53396
123058,53715
302255,53715
339622,53715
339622,53726
339622,53765
63749,53774
339622,53774
246722,53818
275883,53818
339622,53818
161106,53829
339622,53829
330594,53928
330613,53928
330680,53928
333638,53928
330594,54013
330613,54013
339622,54013
342003,54013
158188,54123
339622,54139
45153,54505
330594,54505
358682,54505
63749,54562
339622,54562
340165,54562
339622,55183
342003,55183
330504,55242
339622,55242
330594,55274
330638,55274
6911,56358
330594,57023
330594,57256
339622,57256
97286,57289
339622,57289
330504,57400
342003,57400
309299,58372
339622,58372
66901,58981
330594,59157
330621,59157
275855,59396
339862,59396
340052,59396
330594,59412
339622,59412
106696,59901
339622,59901
342003,59901
330594,59976
330594,60084
330594,60985
96983,61119
242837,61119
336343,61119
241724,61167
339622,61181
330531,61195
339622,61195
48094,61595
97286,61595
97283,61595
161106,61595
288064,61595
292360,61595
339622,61595
352663,61595
358682,61595
365587,61595
97286,61601
339622,61601
367637,61601
339622,61640
21782,61653
97286,61653
292360,61653
338047,61653
339622,61653
342003,61653
358682,61653
302646,61691
339622,61691
342003,61691
330594,62051
330621,62051
336343,62065
339622,62065
275883,62098
339622,62098
330594,62107
339622,62107
339622,62491
339622,62496
275883,62593
276021,62593
339622,62593
342003,62593
63749,62725
330594,63736
339622,63736
26664,63749
140433,63749
330594,63749
339622,63749
339629,63749
342003,63749
336343,63980
339622,63980
341260,64052
330594,64115
339622,64115
330531,64426
330594,64426
330603,64426
330621,64426
158188,65214
223118,65214
330594,65214
330621,65214
339622,65274
123058,65437
314121,65437
330594,65653
330594,65658
97286,65669
305769,65669
339622,65669
357340,65669
339622,65719
330594,65812
330603,65812
163594,65872
302234,65872
302646,65872
314121,65872
339622,65872
322047,65944
18533,65980
97003,66024
330594,66024
330594,66031
330621,66274
8654,66298
275852,66298
314121,66298
330531,66298
339622,66298
342003,66298
158188,66346
330594,66350
158188,66352
330594,66352
66350,66353
330594,66353
330594,66354
339622,66366
66350,66367
330594,66367
66350,66369
330594,66369
330594,66387
330613,66387
330680,66387
275883,66391
158188,66392
330594,66392
330594,66400
158188,66432
330594,66432
6911,66434
144258,66434
275852,66434
69182,66440
69178,66440
87712,66440
330594,66440
330544,66440
330638,66440
339622,66440
330531,66445
339622,66445
342003,66445
129414,66446
330504,66446
330531,66446
339622,66446
158188,66454
158335,66454
330594,66454
330594,66471
330621,66471
330594,66476
339622,66476
339622,66477
146905,66478
330621,66478
221727,66485
123058,66495
140433,66499
330737,66499
342003,66499
330531,66503
339622,66503
97286,66510
308581,66510
339622,66510
339932,66510
330504,66518
339622,66518
330594,66522
330621,66522
158188,66524
330594,66540
339622,66543
158188,66548
190798,66548
288723,66548
330594,66548
330594,66557
6911,66580
106696,66580
301327,66580
66582,66592
66588,66597
66582,66600
138691,66601
330594,66601
330638,66601
339622,66624
144258,66634
330594,66634
330737,66634
333636,66634
66647,66644
330594,66647
339622,66653
246722,66662
330594,66662
330621,66662
339622,66662
339622,66663
330594,66678
94109,66683
122213,66683
339622,66683
66662,66691
221727,66691
221736,66691
221744,66691
330594,66691
339622,66691
66471,66697
330594,66697
330621,66697
6911,66705
242837,66705
246722,66705
277259,66705
330531,66705
336343,66705
339622,66705
339822,66705
339885,66705
90413,66716
330594,66716
330556,66716
158188,66727
158347,66727
330621,66727
330668,66727
69182,66735
123058,66735
339622,66735
26571,66737
314121,66737
330504,66737
330594,66737
330613,66737
283564,66738
330504,66743
339622,66743
330544,66748
221727,66760
339622,66760
158345,66771
330594,66771
330603,66771
330680,66771
330672,66771
333768,66771
357340,66771
330504,66792
339622,66792
339622,66814
339670,66814
339783,66814
340095,66814
340050,66814
340043,66814
339622,66827
340052,66827
158188,66831
123058,66846
330531,66846
339622,66846
330594,66853
339622,66859
330508,66863
330594,66863
221727,66872
314662,66872
158188,66884
316819,66884
339622,66888
158188,66889
316819,66889
158188,66897
330594,66897
339622,66901
330594,66903
158188,66905
330594,66905
221727,66922
314647,66922
66914,66931
56346,66937
330504,66943
339622,66943
158188,66945
301262,66945
330594,66945
346215,66952
330504,66953
339622,66953
275883,66954
339622,66954
330594,66960
339622,66960
123058,66963
66588,66970
330594,66975
330544,66975
158188,66987
228526,66987
339622,66987
330504,67050
97286,67128
339622,67128
339622,67131
339622,67320
302618,67345
330594,67345
330681,67345
66496,67403
123058,67403
302234,67403
302646,67403
330544,67403
330635,67403
339622,67433
330531,67469
339622,67469
87475,67520
275852,67520
330504,67520
330531,67520
339622,67520
97286,67729
339622,67729
330594,68117
339622,68258
339622,68365
302234,68433
339622,68433
342003,68433
96983,68662
144258,68662
242837,68662
301327,68662
336343,68662
339622,68662
275883,68931
309299,69359
339622,69359
340165,69359
342003,69359
330594,69379
69379,69383
330594,69383
69379,69413
330594,69424
342003,69424
97286,69475
330594,69540
339622,69540
330531,69918
339622,69918
339622,70021
100703,70025
6911,70029
339622,70029
339622,70031
63749,70041
295459,70041
339622,70041
342003,70041
144258,70182
330621,70182
339622,70182
158188,70365
330594,70365
330594,70426
158188,70565
330594,70565
330594,70820
125222,71316
330594,71316
330621,71316
330613,71316
330638,71316
275883,71410
339622,71410
339932,71410
330520,71449
339622,71634
342003,71634
241387,72727
339622,72727
37258,72729
240387,81777
66634,87421
158188,87426
330594,87426
158188,87464
330594,87464
66634,87514
96983,87546
106696,87546
336343,87546
87541,87548
330504,87548
330594,87548
87541,87560
330504,87560
330594,87560
330594,87561
339622,87567
302646,87590
330594,87590
342003,87590
18533,87665
144258,87665
330594,87665
330613,87665
87783,87727
330594,87727
97286,87779
330594,87779
333550,87786
330594,87909
330621,87909
330594,87918
339622,87944
339622,87981
330594,88011
87786,88018
333550,88018
330594,88021
330603,88021
123058,88044
158188,88840
158376,88840
330594,88840
330621,88840
158188,88893
330621,88893
330594,89309
330544,89309
339622,89360
339622,89474
125222,89695
330594,89695
330638,89695
333636,89695
158188,89825
330594,89825
90413,90435
90413,90450
90411,90450
339622,90607
330594,90917
158188,90919
330594,90919
330594,90929
330594,90960
158188,91481
339622,91481
330594,91511
339622,91583
339622,91700
158188,91981
330594,91981
66837,92113
92402,92402
339622,92693
330594,92763
330544,92763
339622,93117
339622,93797
339622,93979
339622,94003
339622,94109
129479,94225
266866,94225
339622,94225
339622,94230
342003,94330
339622,94702
158188,94709
330594,94709
330594,94858
330621,94858
275883,94912
339622,94912
339622,94919
158188,95039
330594,95039
330621,95039
330594,95053
339622,95053
330594,95182
330594,95204
330504,95256
339622,95256
63749,95259
302255,95259
314121,95259
338047,95259
342003,95259
330594,95269
330683,95269
336343,95269
339622,95269
63749,95329
332797,95329
339622,95329
342003,95329
37258,95678
342003,95678
339622,95828
9258,95855
95623,95855
339622,95855
157267,96390
157267,96390
158188,96390
158188,96390
339622,96423
339622,96550
339825,96550
330594,96671
330603,96671
330638,96671
333550,96671
333585,96671
158188,96680
206454,96680
242920,96680
330594,96680
330621,96680
339622,96919
336343,96966
339622,96966
97286,97128
339622,97128
97286,97283
232853,97325
275852,97325
302234,97325
330504,97325
336343,97325
339622,97325
339932,97325
340165,97325
342003,97325
6911,97346
227761,97346
33253,97502
221727,97502
339622,97502
66471,97524
330594,97524
339622,97736
342003,97736
339622,97830
330531,97832
342685,97832
357340,97832
330594,98468
330594,98490
26571,98501
158188,98501
302234,98501
330594,98501
330613,98501
69182,98512
275883,98512
339622,98512
357340,98512
330504,98737
339622,98737
357340,98737
158188,98826
163603,98826
298430,98826
330594,98826
6911,98855
339622,98855
339622,98990
330594,99035
199175,99123
330504,99123
330594,99345
97286,99349
339622,99349
339885,99349
342003,99349
144457,99441
221727,99559
246722,99559
246736,99559
330504,99559
339622,99559
339932,99559
221727,99563
221736,99563
221727,99567
246722,99567
246736,99567
330504,99567
339622,99567
339932,99567
339622,99637
342003,99637
275883,99728
275905,99728
339622,99728
340165,99728
158188,99733
330504,99733
330594,99733
330588,99733
330668,99733
97286,99762
339622,99762
63749,100086
123058,100086
275825,100086
339622,100086
342003,100086
275883,100228
339622,100228
158361,100319
330594,100319
158188,100678
330594,100678
330594,100827
330594,100897
342003,100897
19221,101122
260467,101122
339622,101122
97286,101124
339622,101124
330594,101215
365864,101258
101258,101286
365864,101286
131981,101310
106696,101334
339622,101334
302234,101342
330504,101342
339622,101342
339629,101342
339932,101342
342003,101342
357340,101342
282845,101773
330594,101798
333550,101862
275839,101916
339622,101916
357340,101916
97286,101999
339622,101999
330594,102060
330594,102101
233444,102207
339622,102207
339622,102222
233444,102265
339622,102265
330504,102298
339622,102298
6911,102490
330504,102490
330594,102695
340052,103568
338047,104093
106696,104196
339622,104196
330556,104212
330594,104250
330594,104250
330594,104254
330594,104255
330594,104258
330594,104261
339622,104609
339622,105152
339622,105508
330594,105557
158188,105575
330594,105575
330594,105585
330594,105598
330594,105607
6911,105616
336343,105616
87475,105644
158188,105669
158396,105669
190798,105669
330594,105669
330621,105669
339622,105737
339622,105934
330594,105936
330567,105936
330613,105936
330703,105936
339622,105956
339622,105984
342003,105984
123058,106416
302646,106416
330504,106416
330594,106416
330544,106416
330588,106416
330504,106419
339622,106419
339622,106435
6911,106528
339622,106528
339629,106528
302234,106574
302646,106574
339622,106574
342003,106574
26154,106604
221739,106604
283564,106604
302255,106604
302646,106604
339622,106604
342003,106604
339622,106630
106696,106693
6911,106696
37258,106696
38083,106696
161106,106696
197545,106696
275852,106696
275883,106696
302234,106696
314121,106696
330504,106696
336343,106696
339622,106696
342003,106696
357340,106696
314121,106697
339622,106697
339622,106702
339622,106707
106696,106715
106696,107003
339629,107003
221727,107019
221739,107019
302646,107019
314121,107019
330531,107019
342003,107019
302646,107020
314121,107020
330531,107020
338047,107020
342003,107020
302646,107024
314121,107024
330531,107024
338047,107024
342003,107024
63749,107047
106696,107047
302234,107047
342003,107047
106696,107116
339622,107116
106696,107164
6911,107189
137122,107189
275895,107189
330544,107189
330638,107189
342003,107189
137122,107191
275895,107191
330544,107191
330638,107191
342003,107191
275883,107193
339622,107193
339622,107231
107374,107245
339622,107245
63749,107266
106696,107266
339622,107266
342003,107266
106697,107269
336343,107269
106696,107275
339622,107278
330594,107322
275883,107355
339622,107355
106696,107435
339629,107435
302234,107465
339622,107465
342003,107465
106696,107502
106696,107504
283564,107525
339622,107525
122213,107529
339622,107529
105956,107532
339622,107532
342003,107532
302255,107537
106696,107560
106693,107560
160174,107560
106696,107567
106696,107579
161106,107579
339622,107579
275963,107593
97286,107643
292368,107643
330594,107643
97286,107647
292360,107647
339622,107647
106696,107662
161106,107662
336343,107662
339629,107662
357340,107662
26664,108155
140433,108155
302234,108155
302646,108155
330594,108155
330621,108155
339622,108155
342003,108155
339622,108357
339622,108579
357340,108579
339622,108607
357340,108607
97286,108635
339622,108635
123058,108912
302234,108912
6911,108959
105615,108959
275883,108959
336343,108959
339622,108959
330594,108968
330680,108968
158188,109081
190798,109081
339622,109241
330594,110637
275883,110638
339622,110638
97830,110771
330531,110771
23758,111023
106696,111023
339622,111442
123058,111718
140433,111718
302234,111718
339622,111718
342003,111718
97286,112110
97283,112110
339622,112110
97286,112203
292360,112203
339622,112203
339622,114661
339622,114699
339622,114701
340095,114701
327581,114722
330594,114722
333290,114722
339622,114722
114846,114839
330504,114839
330594,114839
114841,114844
330504,114844
330594,114844
114841,114855
330504,114855
330594,114855
114846,114884
330504,114884
330594,114884
339622,115024
339622,115207
222026,115254
330504,115254
342003,115270
63749,115368
111718,115368
338047,115368
339622,115368
340165,115368
140433,115556
330594,115848
339622,115869
94189,116226
116676,116672
8654,116673
8686,116673
116676,116673
339622,116673
330594,116676
332632,116676
339622,116676
340165,116676
342003,116676
116676,116678
116676,116679
332632,116679
116676,116680
314121,116680
116676,116682
332632,116682
342003,116682
116676,116683
302234,116683
342003,116683
116676,116684
116676,116689
116676,116701
319689,116701
116676,116777
221727,117038
339622,117038
339622,117144
275883,117237
302234,117237
339622,117237
342003,117237
6911,118887
275883,118887
336343,118887
339622,119060
266866,119359
339622,119359
330504,119395
339622,119395
339622,119953
158188,120521
330556,120521
333465,120521
158188,120523
330621,120523
333465,120523
339622,120603
330594,120604
158188,120636
330594,120636
339622,120636
342003,120920
330594,121884
330638,121884
242837,122115
330504,122115
336343,122115
339622,122115
357340,122115
339622,122213
123058,122266
26664,122820
63749,122820
158850,122820
283564,122820
302234,122820
302255,122820
302646,122820
339622,122820
342003,122820
330504,122910
339622,122910
330504,123036
330668,123036
339622,123036
339622,123526
339670,123526
339783,123526
340095,123526
340050,123526
340043,123526
19221,123560
330594,123560
330638,123560
339622,123560
339622,123761
339622,123763
158188,123767
275883,123767
330594,123767
339622,123767
339785,123767
339622,123846
342003,123846
178992,123907
275883,123907
339622,123907
357340,123907
24521,124533
105737,124533
328550,124533
339622,124533
342003,124975
106696,125080
229301,125114
330594,125114
242837,125207
336343,125207
330594,125222
330621,125222
333550,125222
339622,125222
342003,125245
63749,126547
339622,126547
342003,126547
357340,126547
97286,127062
330594,127062
339622,127124
97286,127168
339622,127168
19220,127216
330531,127216
339622,127219
330594,127226
342003,127243
295459,127266
97286,127362
339622,127362
97286,127452
339622,127452
97286,127458
26559,127493
26569,127493
111718,127493
276021,127493
69182,127540
339622,127540
339783,127540
340095,127540
340050,127540
123058,127743
283564,127743
302234,127743
314121,127743
322047,127743
339622,128143
339622,129022
129124,129123
330594,129123
330638,129123
330594,129124
330638,129124
129129,129126
330621,129126
330621,129129
87712,129189
26154,129214
129655,129639
1237,129663
336343,129663
339622,129663
339885,129663
357340,129663
339622,129790
339783,129790
275909,129929
339622,129929
339670,129929
339783,129929
340095,129929
340050,129929
340043,129929
123058,130068
131472,130297
131499,130297
131515,130297
131590,130297
131622,130297
131595,130297
97286,130398
292360,130398
339622,130398
302234,130779
158188,130895
330594,130895
158188,131067
158347,131067
330504,131067
330517,131067
330594,131067
330588,131067
97286,131461
339622,131461
130289,131499
339622,131961
322047,131981
339622,132037
330594,132059
330504,132152
185005,132826
339622,133011
339622,133018
97286,133491
339622,133491
97286,133505
339622,133505
123058,133966
302255,133966
307987,133966
314121,133966
339622,133966
340165,133966
342003,133966
63749,133986
302234,133986
339622,133986
342003,133986
97529,134802
161106,134802
336343,134802
339622,134802
339622,134938
158188,135030
330621,135030
330504,135087
339622,135087
339622,135204
339622,136669
330594,136819
330621,136819
339622,136819
140433,136835
275883,136835
178992,136896
330594,136896
330594,137232
339622,137713
221727,137887
330504,138440
339622,138440
339622,138469
97286,138884
339622,138884
339622,139097
342003,139097
66922,139251
339810,139251
97286,139678
339622,139678
97286,139712
292360,139712
339622,139712
275883,140416
339622,140416
342003,140416
63749,140420
339622,140420
342003,140420
63749,140432
106696,140432
63749,140433
106696,140433
330594,140433
339622,140433
275883,140455
336343,140455
339622,140455
339885,140455
342003,140455
140433,140489
339622,140593
330594,140652
330594,140775
330594,140956
330594,140960
330594,140962
330594,140965
186158,141046
330504,141357
339622,141357
357340,141357
141390,141390
158188,141390
330594,141390
330594,141406
330716,141406
330594,141412
339622,141412
240322,141460
96983,141910
157273,141910
336343,141910
339622,141910
96983,141924
275883,141924
330504,141924
339622,141924
96983,141930
336343,141930
199547,142268
330504,142268
6911,142346
96966,142346
106696,142346
275883,142346
288084,142346
295574,142346
339622,142346
357340,142346
161106,142557
339622,142557
158188,142874
330504,142874
339622,142874
19319,143143
275852,143195
339622,143195
330594,143198
158188,143410
330594,143410
330531,143427
330504,143431
158188,143623
158347,143623
339622,143668
339622,143700
97286,143822
97283,143822
275990,143822
288064,143822
302234,143822
339622,143822
342003,143822
330594,143873
330603,143873
106696,144082
339622,144082
330594,144096
333290,144096
339622,144195
6911,144219
357340,144219
358682,144219
339622,144242
339622,144368
8654,144505
275946,144505
330737,144505
339622,144505
340165,144505
342003,144505
339622,144934
87475,144996
330594,144996
97286,145041
314121,145041
339622,145257
339629,145257
342003,145257
302234,145316
338047,145316
339622,145316
342003,145316
330504,145334
339622,145334
342003,145334
330594,145468
330594,145478
205534,145487
205549,145487
221727,145487
330621,145487
339622,145487
221727,145490
330594,145490
339622,145490
123058,145641
339622,145641
106696,146074
302234,146074
314121,146074
330544,146120
94919,146214
37258,146337
302234,146337
339622,146337
340131,146337
342003,146337
339622,146423
158188,146618
330504,146618
158188,146905
330504,146905
330588,146905
330627,146905
158188,146916
330504,146916
330588,146916
330627,146916
339622,147136
158188,147157
330594,147157
339622,147281
97286,147353
339622,147353
339622,147599
339622,147606
339622,148761
158188,148767
275883,148767
302646,148767
330504,148767
330517,148767
330531,148767
330594,148767
330588,148767
330621,148767
338047,148767
339885,148767
342003,148767
339622,148769
97286,149118
339622,149118
158188,149776
97286,150122
339622,150122
179623,150187
330594,150241
330556,150241
97286,150286
150286,150288
150286,150300
150288,150300
150286,150308
150288,150308
123058,150340
158188,150340
97286,150783
339622,150783
158188,150861
330594,150861
330621,150861
339622,150875
339622,151241
87712,151253
87712,151270
339622,151270
63749,152131
302234,152131
302646,152131
338047,152131
339622,152131
342003,152131
63749,153147
302234,153147
323388,153147
330504,153147
339622,153147
87712,153676
63749,153888
158184,153888
221739,153888
302234,153888
330594,153888
330556,153888
338047,153888
339622,153888
339622,155339
342003,155339
26664,156107
63749,156107
66496,156107
105956,156107
302234,156107
302646,156107
339622,157037
157096,157100
158188,157203
330504,157269
330531,157269
339622,157269
330594,157300
330594,157431
330638,157431
339622,157622
140433,157806
330504,157806
338047,157806
339622,157806
340165,157806
342003,157806
330594,158128
158188,158178
330594,158178
221727,158184
330594,158195
330594,158204
330594,158227
330544,158227
158188,158238
330594,158238
330594,158248
330594,158250
158188,158252
330594,158252
330594,158266
330544,158266
330603,158266
330654,158266
330594,158272
330544,158272
330594,158274
330603,158274
330626,158274
330594,158296
158188,158297
314121,158297
330594,158300
330594,158318
158188,158334
330594,158345
330594,158354
97003,158356
144258,158356
158188,158367
314121,158367
123058,158373
158188,158373
333465,158373
330594,158374
330594,158377
330638,158388
158188,158394
158188,158396
330594,158396
330621,158396
106696,158421
339622,158421
339622,158611
63749,158756
302234,158756
339622,158756
342003,158756
357340,158756
87909,158801
330594,158801
330621,158801
330638,158801
87712,158807
123058,158925
330594,158940
330544,158940
330621,158940
339622,159208
97286,159254
246722,159254
336343,159254
339622,159254
330594,159264
66660,159442
158188,159442
159450,159442
159454,159442
330594,159442
159454,159443
52410,159450
158188,159450
159443,159450
159442,159450
159454,159450
330594,159450
66494,159453
158188,159453
159450,159453
159467,159453
159454,159453
330594,159453
159450,159467
159443,159467
159454,159467
339622,159546
342003,159546
330594,160188
314121,160387
342003,160387
302234,160500
339622,160500
342003,160500
123058,160522
275825,160522
123058,160524
275825,160524
338047,160582
339622,160582
342003,160582
162156,160760
339622,160898
161106,160960
339622,160960
1237,161106
339622,161106
97286,161462
339622,161462
330594,161543
330621,161543
158188,161767
330594,161767
339622,162375
339622,162600
295574,162667
1237,162674
138691,162674
177118,162674
330594,162674
339622,162674
357340,162674
97286,162746
162742,162746
339622,162746
340165,162746
162742,162756
162742,162784
97286,163062
339622,163062
97286,163063
330594,163063
330594,163172
339622,163206
330594,163222
330594,163328
158188,163345
302234,163345
302646,163345
338047,163345
339622,163359
339622,163372
339622,163372
338047,163377
163377,163390
330594,163566
330621,163566
330594,163569
330621,163569
163569,163577
330594,163577
330603,163577
330621,163577
373041,163577
339622,163594
323388,163598
339622,163598
330594,163846
339622,163846
339885,163846
339622,164045
330504,164106
