ID,Package Name
66503,deepdraughts
66504,deep-data-package
66507,deepeeg
66510,deep-daze
66513,deepecho-benchmark
66518,deepdow
66519,deepdrive-ci
66522,deepevolution
66524,deepex
66527,deepest
66535,deep-expressions
66537,deepfilternet
66540,deepfeatx
66543,deepecho
66544,deepend
66545,deepfinder
66548,deepface
66549,deep-fine
66555,deepfit
66557,deepcut
66562,deep-forest
66563,deepfree
66571,deepgenerator
66574,deepdesk
66580,deepflash2
66581,deepdrive-api
66582,deephaven-plugin
66583,deepgram-brain
66585,deepgram
66588,deepgram-sdk
66591,deepgreen
66592,deephaven-plugin-json
66594,deephit
66596,deepgrampy
66597,deepgram-cli
66600,deephaven-plugin-matplotlib
66601,deephyper
66605,deepjetcore
66606,deepimpute
66608,deephaven
66614,deep-image-compression
66615,deepint
66621,deeplab
66623,deepke
66624,deepgen
66625,deepinteract
66627,deep-keyphrase
66628,deepl
66629,deeplabcut-docker
66631,deeplator
66632,deepl-cli
66634,deeplabcut
66637,deeplearning
66640,deeplearn
66641,deeplearningstack
66642,deeplearning2020
66644,deeplabcut-live-gui
66645,deepillusion
66646,deepimagesearch
66647,deeplabcut-live
66650,deeplenstronomy
66651,deeplib
66652,deepliif
66653,deeplib-ml
66660,deeplift
66661,deeplodocus
66662,deeplite-profiler
66663,deep-linear-network
66668,deep-logic
66672,deepl.py
66673,deepltransl8
66674,deeplogger
66676,deepl-api
66678,deeplc
66683,deeplense-domain-adaptation
66684,deeply-translator
66691,deeplite-model-converter
66696,deep-lynx
66697,deepmatch
66699,deepmail
66705,deeplite-torch-zoo
66709,deepmini
66712,deepmodel
66713,deep-motility
66714,deepmem
66716,deepmd-kit
66718,deepmoon
66719,deeplens
66722,deepner
66727,deepmodels
66728,deepneuro
66729,deepneuralbranchnet
66731,deepneuroseg
66732,deepnlpframework
66735,deepneighbor
66737,deep-ner
66738,deepnlpf
66740,deepmusic
66743,deepnog
66744,deepnets
66747,deepnumpy
66748,deepnn
66749,deepnlp
66758,deepnote
66760,deeponnxcustom
66761,deeposlandia
66767,deeppages
66769,deeppath
66770,deepparcellation
66771,deeplookup
66775,deepmatch-torch
66781,deepmedic
66782,deepposekit
66783,deeppavlov
66786,deep-plots
66792,deepqmc
66796,deepops
66800,deepracer-env-config
66801,deepracer-track-geometry
66802,deeppurpose
66803,deepracer-env
66804,deepracer-env-state
66806,deepracer-compat-reward-function
66813,deep-rectifiers
66814,deeprank-gnn
66815,deeppyer
66817,deeprenewal
66818,deepray
66827,deeprank
66828,deeprs
66831,deepreplay
66834,deepsaki
66837,deep-security-api
66842,deepsegment
66846,deeprobust
66849,deepsensemaking
66851,deep-sea-treasure
66853,deepracer-utils
66854,deepsignal
66856,deepsig
66858,deepsim-btree
66859,deeprob-kit
66861,deepsignal-plant
66863,deepreg
66864,deep-sorted
66866,deep-signifcance
66868,deepsignal2
66872,deepsparse-nightly
66873,deepspeech-server
66875,deepspeech
66876,deepspeech-gpu
66877,deepspeech-tflite
66881,deepstack-python
66883,deepspeed
66884,deepsr
66888,deepsplines
66889,deepsrrf
66890,deepsmiles
66891,deepstars
66892,deepstreampy
66893,deepsurv
66895,deepswarm
66897,deepsvr
66901,deepstruct
66902,deepsnap
66903,deepsurvk
66905,deepstack
66909,deep-sort-realtime
66911,deepstreamio_client
66914,deepthoughtapi
66917,deeptextsearch
66918,deepthoughtconsumeroauth
66920,deepthoughthttp
66922,deepsparse
66927,deep-text
66930,deepton
66931,deepthoughtconsumer
66932,deeptetrad
66934,deeptracktorch
66935,deeptoolkit
66937,deeptext
66938,deeptcr
66941,deepthought
66943,deep-trainer
66944,deeptracy-core
66945,deeptrain
66952,deeptranslit
66953,deep-train
66954,deepts-forecasting
66955,deeptracy-core-dev
66956,deep-tumour-spheroid
66958,deeputil
66960,deep-utils
66962,deepvec
66963,deepwalk
66964,deep-translator
66970,deepwordle
66975,deepwon
66980,deepxde
66982,deepzoomup
66983,deepx
66987,deep-xf
66992,deepy
66993,deeqnlpy
67030,deer
67043,deezymatch
67050,deepvac
67128,deformable-attention
67131,deform-conv2d-onnx-exporter
67288,delfi
67301,delft
67311,delight
67320,delira-cycle-gan
67327,delira
67345,deliverable-model
67401,deltaconv
67403,delta-nlp
67433,delu
67469,delve
67520,democlassi
67712,denest
67729,denoising-diffusion-pytorch
67737,densenet-armhzjz
67744,density_forest
67830,depccg
67968,deploy-to-kubernetes
68039,dequeapp
68084,deraser
68117,desc
68196,design-bench
68258,desolver
68259,desmoeis
68365,detecto
68367,detect-mask
68425,detorch
68433,detoxify
68662,devolearn
68904,dface
68931,df3d
69046,dfpy
69135,dgaintel
69139,dgcli
69141,dgcnn
69160,dgcli-master
69175,dgl-cu100
69178,dgllife
69179,dglgo
69180,dgl-cu101
69182,dgl
69184,dgl-cu110
69187,dgl-cu111
69204,dgl-cu90
69205,dgl-cu92
69224,dgl-cu102
69251,dgmr
69314,dhnn
69359,diagnnose
69370,diagtomodel
69379,dial-core
69383,dial
69401,dialogbot
69413,dial-basic-nodes
69424,dialogtag
69475,diart
69540,dice-ml
69676,dict-deep
69796,dict-tiny
69918,di-engine
69932,diffdist
70021,diffsptk
70025,diffrax
70029,differentiable-randaugment
70031,difftorch
70041,diffusers
70052,diffwave
70180,diginet
70182,digipathai
70190,digipy
70365,diluvian
70426,dincae
70436,dinglab-pollock
70553,dipp
70565,diploshic
70612,dips-plus
70820,disc
70839,discere
70900,discolight
71316,disentanglement-lib
71410,disent
71444,displacenet
71449,displayarray
71634,distilbert-punctuator
71702,dist-net
71718,dist-keras
72705,dists-pytorch
72727,di-treetensor
72729,dive-into-graphs
76206,django-deepzoom
76209,django-deep-serializer
76211,django-deep-link
77545,django-flexible-subscriptions
77616,django-forkit
77752,django-frontserver
81551,django-pgrunner
81777,django-polyglot-translator
83328,django-salesman-stripe
83377,django-salesman-paypal
87388,dl2050nn
87410,dlc-gui
87413,dlc2kinematics
87418,dl-cloud
87421,dlc2nwb
87423,dlds-eval
87426,dldb
87427,dlcreator
87448,dl-framework
87456,dlfs
87464,dlgo
87470,dlhub-client
87472,dl-auto-cnn
87475,dlib
87478,dlib-binary
87514,dlc-generic-analysis
87515,dlmml
87540,dlops
87541,dl-on-flink-framework
87545,dlp
87546,dl-pipeline
87548,dl-on-flink-tensorflow
87555,dlpack
87560,dl-on-flink-tensorflow-2.x
87561,dlprepare
87567,dl-pytorch
87578,dl-spectral-normalization
87584,dlstudio
87589,dlr
87590,dltkdl
87594,dl-toolkits
87604,dltk
87608,dltrainer
87615,dlwrap
87645,dlutils
87660,dm-control
87665,dlpipeline
87712,dm-haiku
87727,dm-launchpad
87756,dmpfold
87779,dmri-rcnn
87783,dm-reverb
87786,dm-reverb-nightly
87809,dms2dfe
87812,dm-sonnet-gpu
87909,dm-sonnet
87918,dnarecords
87944,dnc
87981,dnfal
88002,dnnf
88006,dnnmodels
88007,dnn-cool
88011,dnnswift
88012,dnnv
88018,dm-launchpad-nightly
88021,dnnviewer
88040,dnn-models
88044,dnr
88053,dnntools
88317,docarray
88840,docproduct
88876,doc-transformers
88893,document-classifier
89161,dogwood
89309,dolg-tensorflow
89360,dolphins-recognition-challenge
89474,dominantsparseeigenad
89582,donkeycar
89695,dopamine-rl
89758,dorapy
89802,dortmund2array
89825,dosma
90021,dottedish
90137,douzero
90254,downsemble
90368,dpareto
90411,dpdispatcher
90413,dpdata
90419,dpct
90435,dpgen2
90446,dplearn
90450,dpgen
90457,dpfp-pytorch
90538,dpti
90607,dqc
90612,dqclibs
90640,dracaufeu
90882,dreamav
90898,dreamerv2
90917,dreamsound-fdch
90919,dreegdl
90929,drecpy
90949,drbm
90960,dreamsound
91477,drl-platform
91481,drlkit
91511,drl-snakey
91520,drona
91583,dropblock
91611,dropconnect-tensorflow
91700,drsa
91736,drwnt
91809,dsae-impute
91880,dschloe-dl-framework
91981,ds-gear
92113,dsmigrator
92123,dsml
92389,dspp-keras
92402,dsrt
92443,dstack
92693,dtox
92763,dualing
92846,duckgoose
93028,dumb-tf
93117,dunedn
93151,dungeon-maps
93351,dvd
93792,dynamicspy
93797,dynamic-unet
93967,dynastes
93979,dynenv
94003,dynonet
94050,dytb
94109,e2cnn
94189,eagerpy
94205,eaglec
94225,eagpytorch
94230,ealocr
94320,earth-vision
94330,ear-transformers
94421,easyagents
94455,easybert
94642,easybox
94682,easyesn
94702,easyfsl
94708,easygans
94709,easygan
94858,easymatch
94862,easygrad
94904,easymnist
94906,easymodels
94908,easyneuron
94909,easynlp
94912,easynas
94919,easyocr
95039,easyquake
95048,easynmt
95053,easyrec
95182,easysrv
95204,easy-tensorflow
95208,easy-tensorflow-models
95222,easytf
95227,easy-tf-log
95229,easy-tfrecords
95248,easy-to-hard-data
95256,easy-torch
95259,easy-transformers
95269,easytts
95329,easy-zh-bert
95352,easytorch
95361,eazymind
95495,ebosc
95623,ecabc
95678,ecco
95781,echoai
95828,eclipse-pytorch
95831,echoes
95855,ecnet
95933,econnlp
96149,edafa
96333,eden-python
96390,edgel3
96395,edgeml-pytorch
96403,edgeml
96423,edgify
96550,ednaml
96641,edunn
96671,edward2
96680,edward
96840,eeg-dl
96868,eender
96919,eeyore
96943,efaqa-corpus-zh
96966,effdet
96983,efficientnet-pytorch
96984,efficientunet
96986,efficientunet-pytorch
96990,efficientword-net
97003,efficientnet
97128,egnn-pytorch
97283,einops-exts
97286,einops
97325,eir-dl
97346,eiseg
97380,ejtradermt
97502,elasticai.creator
97524,elasticdl
97529,elasticdeform
97554,elastic-neural-search
97559,elasticroute
97675,elaugment
97680,elastiknn-client
97736,electra-pytorch
97819,elektronn
97822,elektronn2
97830,elegantrl
97832,elegy
97903,elephas
98089,elm
98468,emate
98490,embedding-encoder
98491,embeddings
98500,embedding-as-service-client
98501,embedding-as-service
98511,embedding-tool
98512,embeddings-for-trees
98529,embedseg
98535,embfile
98633,emergic
98709,emlearn
98725,emlp
98737,emmental
98740,emnist
98756,emloop-tensorflow
98826,emopy
98855,empanada-dl
98861,empanada-napari
98990,emsigma
99007,emtrees
99035,emupbk
99123,enchanter
99345,energyflow
99349,enformer-pytorch
99441,enhancedlabelme
99532,enlight
99559,enot-autodl
99563,enot-lite
99567,enot-autodl-yandex
99623,enscale
99637,ensemble-transformers
99701,enterprise-scheduler
99728,entity-embed
99733,entity-embeddings-categorical
99762,en-transformer
100086,envtext
100133,eobj
